,id,description,universe,keyword,unkeyed,edition_type,edition
399,B20005E,Sex by Work Experience in the Past 12 Months by Earnings in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Population 16 Years and Over (Native Hawaiian and Other Pacific Islander Alone),Native Hawaiian and Other Pacific Islander alone population 16 years and over,individual earnings,population in past earnings year other by 2022 (native the islander sex 16 (in and hawaiian dollars) 12 experience pacific for work month inflation-adjusted over alone),acs5,2024-10-01
400,B20005F,Sex by Work Experience in the Past 12 Months by Earnings in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Population 16 Years and Over (Some Other Race Alone),Some other race alone population 16 years and over,individual earnings,population in past earnings year other by 2022 the (some sex 16 (in and dollars) 12 experience race for work month inflation-adjusted over alone),acs5,2024-10-01
401,B07009PR,Geographical Mobility in the Past Year by Educational Attainment for Current Residence in Puerto Rico,Population 25 years and over in Puerto Rico,geographical mobility,current in the educational residence mobility geographical past year attainment puerto for by rico,acs5,2024-10-01
402,B20005G,Sex by Work Experience in the Past 12 Months by Earnings in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Population 16 Years and Over (Two or More Races),Two or more races population 16 years and over,individual earnings,population in past earnings year by 2022 the sex races) (two 16 (in and dollars) 12 experience for work month inflation-adjusted more or over,acs5,2024-10-01
403,B20005H,"Sex by Work Experience in the Past 12 Months by Earnings in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Population 16 Years and Over (White Alone, Not Hispanic or Latino)","White alone, not Hispanic or Latino population 16 years and over",individual earnings,"population in (white past earnings year by 2022 the sex 16 (in and dollars) 12 experience not for work month alone, inflation-adjusted or latino) over hispanic",acs5,2024-10-01
404,B20005I,Sex by Work Experience in the Past 12 Months by Earnings in the Past 12 Months (in 2022 Inflation&#8211;Adjusted Dollars) for the Population 16 Years and Over (Hispanic or Latino),Hispanic or Latino population 16 years and over,individual earnings,population in past earnings year by 2022 the sex 16 (in and (hispanic dollars) 12 experience for work month inflation-adjusted or latino) over,acs5,2024-10-01
405,B25051,Kitchen Facilities for All Housing Units,Housing units,housing,housing kitchen facility all for unit,acs5,2024-10-01
406,B25050,Plumbing Facilities by Occupants per Room by Year Structure Built,Occupied housing units,housing,facility structure per year occupant plumbing built by room,acs5,2024-10-01
407,B15001,Sex by Age by Educational Attainment for the Population 18 Years and Over,Population 18 years and over,educational attainment,population the educational attainment year and age for over by 18 sex,acs5,2024-10-01
408,B13002G,Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (Two or More Races),Two or more races women 15 to 50 years,births,in marital past year had by the 15 50 status races) (two woman 12 month a to more or who birth,acs5,2024-10-01
409,B13002F,Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (Some Other Race Alone),Some other race alone women 15 to 50 years,births,in marital past year had other by the 15 50 status (some woman 12 race month a to who alone) birth,acs5,2024-10-01
410,B13002I,Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (Hispanic or Latino),Hispanic or Latino women 15 to 50 years,births,in marital past year had by the 15 50 status woman (hispanic 12 month a to or who latino) birth,acs5,2024-10-01
411,B15003,Educational Attainment for the Population 25 Years and Over,Population 25 years and over,educational attainment,population the educational attainment year and for over 25,acs5,2024-10-01
412,B13002H,"Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (White Alone, Not Hispanic or Latino)","White alone, not Hispanic or Latino women 15 to 50 years",births,"in marital (white past year had by the 15 50 status woman 12 not month a alone, to or who latino) hispanic birth",acs5,2024-10-01
413,B15002,Sex by Educational Attainment for the Population 25 Years and Over,Population 25 years and over,educational attainment,population the educational attainment year and for over by 25 sex,acs5,2024-10-01
414,B13002C,Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (American Indian and Alaska Native Alone),American Indian and Alaska Native alone women 15 to 50 years,births,in marital past year had by the alaska 15 50 status indian (american woman and 12 month native a to who alone) birth,acs5,2024-10-01
415,B13002B,Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (Black or African American Alone),Black or African American alone women 15 to 50 years,births,in marital (black past american year had by the 15 50 status woman 12 month a to or who african alone) birth,acs5,2024-10-01
416,B25049,Tenure by Plumbing Facilities,Occupied housing units,housing,plumbing tenure by facility,acs5,2024-10-01
417,B13002E,Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (Native Hawaiian and Other Pacific Islander Alone),Native Hawaiian and other Pacific Islander alone women 15 to 50 years,births,in marital past year had other by (native the 15 50 status islander woman hawaiian and 12 pacific month a to who alone) birth,acs5,2024-10-01
418,B13002D,Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (Asian Alone),Asian alone women 15 to 50 years,births,in marital past year had (asian by the 15 50 status woman 12 month a to who alone) birth,acs5,2024-10-01
419,B13002A,Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status (White Alone),White alone women 15 to 50 years,births,in marital (white past year had by the 15 50 status woman 12 month a to who alone) birth,acs5,2024-10-01
420,B25042,Tenure by Bedrooms,Occupied housing units,housing,bedroom tenure by,acs5,2024-10-01
421,B25041,Bedrooms,Housing units,housing,bedroom,acs5,2024-10-01
422,B25044,Tenure by Vehicles Available,Occupied housing units,housing,vehicle tenure by available,acs5,2024-10-01
423,B25043,Tenure by Telephone Service Available by Age of Householder,Occupied housing units,housing,service telephone available householder of age tenure by,acs5,2024-10-01
424,B05005PR,Period of Entry by Nativity and Citizenship Status in Puerto Rico,Population born outside Puerto Rico,foreign born,in status and period of puerto nativity citizenship by entry rico,acs5,2024-10-01
425,B25046,Aggregate Number of Vehicles Available by Tenure,Occupied housing units,housing,aggregate available of tenure by number vehicle,acs5,2024-10-01
426,B25045,Tenure by Vehicles Available by Age of Householder,Occupied housing units,housing,available householder of age tenure by vehicle,acs5,2024-10-01
427,B25048,Plumbing Facilities for Occupied Housing Units,Occupied housing units,housing,housing facility plumbing for occupied unit,acs5,2024-10-01
428,B25047,Plumbing Facilities for All Housing Units,Housing units,housing,housing facility all plumbing for unit,acs5,2024-10-01
429,B25040,House Heating Fuel,Occupied housing units,housing,house fuel heating,acs5,2024-10-01
430,C24070,Industry by Class of Worker for the Civilian Employed Population 16 Years and Over,Civilian employed population 16 years and over,occupation,employed population the civilian 16 class and year of industry for by over worker,acs5,2024-10-01
431,B23018,Aggregate Usual Hours Worked in the Past 12 Months by Sex for Workers 16 to 64 Years,Population 16 to 64 years who have worked in the past 12 months,employment,aggregate in the 64 worked 16 past year hour 12 for by month sex usual worker to,acs5,2024-10-01
432,B23010,Presence of Own Children Under 18 Years in Married&#8211;Couple Families by Work Experience of Householder and Spouse,Married-couple families,employment,spouse in child householder and year of experience under married-couple work by 18 family own presence,acs5,2024-10-01
433,B23013,Median Age by Sex for Workers 16 to 64 Years,Population 16 to 64 years who have worked in the past 12 months,employment,median 16 64 year age for by sex worker to,acs5,2024-10-01
434,C24060,Occupation by Class of Worker for the Civilian Employed Population 16 Years and Over,Civilian employed population 16 years and over,occupation,employed population the civilian occupation 16 class and year of for over by worker,acs5,2024-10-01
435,B23003,Presence of Own Children Under 18 Years by Age of Own Children Under 18 Years by Employment Status for Females 20 to 64 Years,Females 20 to 64 years in households,employment,to child 64 status year of age employment 20 under for by 18 female own presence,acs5,2024-10-01
